date,instrument,weight
2024-08-02,RTY_FRONT_CALENDAR_2D,0.10430069
2024-08-02,SR3_FRONT_CALENDAR,-0.17439059
2024-08-02,UB_FRONT_VOLUME,0.08706398
2024-08-02,ZF_FRONT_VOLUME,0.27748297
2024-08-02,ZN_FRONT_VOLUME,0.25549376
2024-08-02,ZT_FRONT_VOLUME,0.36570547
2024-08-09,6B_FRONT_CALENDAR,-0.22388131
2024-08-09,6E_FRONT_CALENDAR,-0.25765356
2024-08-09,6J_FRONT_CALENDAR,-0.27166134
2024-08-09,CL_FRONT_VOLUME,-0.17763280
2024-08-09,ES_FRONT_CALENDAR_2D,0.08120251
2024-08-09,GC_FRONT_VOLUME,0.15214200
2024-08-09,NQ_FRONT_CALENDAR_2D,-0.09228342
2024-08-09,RTY_FRONT_CALENDAR_2D,0.09996870
2024-08-09,SR3_FRONT_CALENDAR,-0.24000560
2024-08-09,UB_FRONT_VOLUME,0.11975165
2024-08-09,ZF_FRONT_VOLUME,0.37246330
2024-08-09,ZN_FRONT_VOLUME,0.34858293
2024-08-09,ZT_FRONT_VOLUME,0.44000402
2024-08-16,6B_FRONT_CALENDAR,-0.18023876
2024-08-16,6E_FRONT_CALENDAR,-0.13580865
2024-08-16,6J_FRONT_CALENDAR,-0.14668506
2024-08-16,CL_FRONT_VOLUME,-0.16255641
2024-08-16,ES_FRONT_CALENDAR_2D,0.02947039
2024-08-16,GC_FRONT_VOLUME,0.11703744
2024-08-16,NQ_FRONT_CALENDAR_2D,-0.10561312
2024-08-16,RTY_FRONT_CALENDAR_2D,0.06996462
2024-08-16,SR3_FRONT_CALENDAR,-0.25728379
2024-08-16,UB_FRONT_VOLUME,0.12473273
2024-08-16,ZF_FRONT_VOLUME,0.35213527
2024-08-16,ZN_FRONT_VOLUME,0.33934906
2024-08-16,ZT_FRONT_VOLUME,0.38641575
2024-08-23,6B_FRONT_CALENDAR,-0.15914735
2024-08-23,6E_FRONT_CALENDAR,-0.03169388
2024-08-23,6J_FRONT_CALENDAR,-0.05519416
2024-08-23,CL_FRONT_VOLUME,-0.17482755
2024-08-23,ES_FRONT_CALENDAR_2D,-0.01037117
2024-08-23,GC_FRONT_VOLUME,0.11451252
2024-08-23,NQ_FRONT_CALENDAR_2D,-0.13950838
2024-08-23,RTY_FRONT_CALENDAR_2D,0.05897603
2024-08-23,SR3_FRONT_CALENDAR,-0.35383250
2024-08-23,UB_FRONT_VOLUME,0.14801439
2024-08-23,ZF_FRONT_VOLUME,0.37741359
2024-08-23,ZN_FRONT_VOLUME,0.38058376
2024-08-23,ZT_FRONT_VOLUME,0.38206720
2024-08-30,6B_FRONT_CALENDAR,-0.09057469
2024-08-30,6E_FRONT_CALENDAR,0.02968401
